68034 silly lifecycle color-string@0.3.0~preinstall: no script for preinstall, continuing
69441 silly finalize /Users/mikedai/Documents/projects/wxmoment/node_modules/fsevents/node_modules/string_decoder
69442 silly finalize /Users/mikedai/Documents/projects/wxmoment/node_modules/fsevents/node_modules/stringstream
69443 silly finalize /Users/mikedai/Documents/projects/wxmoment/node_modules/fsevents/node_modules/strip-ansi
69444 silly finalize /Users/mikedai/Documents/projects/wxmoment/node_modules/fsevents/node_modules/strip-json-comments
69445 silly finalize /Users/mikedai/Documents/projects/wxmoment/node_modules/fsevents/node_modules/rc
69446 silly finalize /Users/mikedai/Documents/projects/wxmoment/node_modules/fsevents/node_modules/supports-color
69447 silly finalize /Users/mikedai/Documents/projects/wxmoment/node_modules/fsevents/node_modules/chalk
69448 silly finalize /Users/mikedai/Documents/projects/wxmoment/node_modules/fsevents/node_modules/tar
69449 silly finalize /Users/mikedai/Documents/projects/wxmoment/node_modules/fsevents/node_modules/tough-cookie
69450 silly finalize /Users/mikedai/Documents/projects/wxmoment/node_modules/fsevents/node_modules/tunnel-agent
69451 silly finalize /Users/mikedai/Documents/projects/wxmoment/node_modules/fsevents/node_modules/tweetnacl
69452 silly finalize /Users/mikedai/Documents/projects/wxmoment/node_modules/fsevents/node_modules/sshpk
69453 silly finalize /Users/mikedai/Documents/projects/wxmoment/node_modules/fsevents/node_modules/uid-number
69454 silly finalize /Users/mikedai/Documents/projects/wxmoment/node_modules/fsevents/node_modules/util-deprecate
69455 silly finalize /Users/mikedai/Documents/projects/wxmoment/node_modules/fsevents/node_modules/readable-stream
69456 silly finalize /Users/mikedai/Documents/projects/wxmoment/node_modules/fsevents/node_modules/bl
69457 silly finalize /Users/mikedai/Documents/projects/wxmoment/node_modules/fsevents/node_modules/are-we-there-yet
69458 silly finalize /Users/mikedai/Documents/projects/wxmoment/node_modules/fsevents/node_modules/npmlog
69459 silly finalize /Users/mikedai/Documents/projects/wxmoment/node_modules/fsevents/node_modules/verror
69460 silly finalize /Users/mikedai/Documents/projects/wxmoment/node_modules/fsevents/node_modules/jsprim
69461 silly finalize /Users/mikedai/Documents/projects/wxmoment/node_modules/fsevents/node_modules/http-signature
69462 silly finalize /Users/mikedai/Documents/projects/wxmoment/node_modules/fsevents/node_modules/wrappy
69463 silly finalize /Users/mikedai/Documents/projects/wxmoment/node_modules/fsevents/node_modules/once
69464 silly finalize /Users/mikedai/Documents/projects/wxmoment/node_modules/fsevents/node_modules/tar-pack
69465 silly finalize /Users/mikedai/Documents/projects/wxmoment/node_modules/fsevents/node_modules/xtend
69466 silly finalize /Users/mikedai/Documents/projects/wxmoment/node_modules/fsevents/node_modules/is-my-json-valid
69467 silly finalize /Users/mikedai/Documents/projects/wxmoment/node_modules/fsevents/node_modules/har-validator
69468 silly finalize /Users/mikedai/Documents/projects/wxmoment/node_modules/fsevents/node_modules/request
69469 silly finalize /Users/mikedai/Documents/projects/wxmoment/node_modules/fsevents/node_modules/node-pre-gyp
69470 silly finalize /Users/mikedai/Documents/projects/wxmoment/node_modules/fstream-ignore/node_modules/minimatch
69471 silly finalize /Users/mikedai/Documents/projects/wxmoment/node_modules/fstream/node_modules/minimist
69472 silly finalize /Users/mikedai/Documents/projects/wxmoment/node_modules/fstream/node_modules/mkdirp
69473 silly finalize /Users/mikedai/Documents/projects/wxmoment/node_modules/generate-function
69474 silly finalize /Users/mikedai/Documents/projects/wxmoment/node_modules/get-proxy/node_modules/minimist
69475 silly finalize /Users/mikedai/Documents/projects/wxmoment/node_modules/get-stdin
69476 silly finalize /Users/mikedai/Documents/projects/wxmoment/node_modules/glob2base
69477 silly finalize /Users/mikedai/Documents/projects/wxmoment/node_modules/globby/node_modules/async
69478 silly finalize /Users/mikedai/Documents/projects/wxmoment/node_modules/globby/node_modules/object-assign
69479 silly finalize /Users/mikedai/Documents/projects/wxmoment/node_modules/globule/node_modules/graceful-fs
69480 silly finalize /Users/mikedai/Documents/projects/wxmoment/node_modules/globule/node_modules/inherits
69481 silly finalize /Users/mikedai/Documents/projects/wxmoment/node_modules/globule/node_modules/lodash
69482 silly finalize /Users/mikedai/Documents/projects/wxmoment/node_modules/graceful-fs
69483 silly finalize /Users/mikedai/Documents/projects/wxmoment/node_modules/graceful-readlink
69484 silly finalize /Users/mikedai/Documents/projects/wxmoment/node_modules/commander
69485 silly finalize /Users/mikedai/Documents/projects/wxmoment/node_modules/clean-css/node_modules/commander
69486 silly finalize /Users/mikedai/Documents/projects/wxmoment/node_modules/clean-css
69487 silly finalize /Users/mikedai/Documents/projects/wxmoment/node_modules/gulp-copy/node_modules/ansi-regex
69488 silly finalize /Users/mikedai/Documents/projects/wxmoment/node_modules/gulp-copy/node_modules/ansi-styles
69489 silly finalize /Users/mikedai/Documents/projects/wxmoment/node_modules/gulp-copy/node_modules/has-ansi
69490 silly finalize /Users/mikedai/Documents/projects/wxmoment/node_modules/gulp-copy/node_modules/lodash._reinterpolate
69491 silly finalize /Users/mikedai/Documents/projects/wxmoment/node_modules/gulp-copy/node_modules/minimist
69492 silly finalize /Users/mikedai/Documents/projects/wxmoment/node_modules/gulp-copy/node_modules/strip-ansi
69493 silly finalize /Users/mikedai/Documents/projects/wxmoment/node_modules/gulp-copy/node_modules/supports-color
69494 silly finalize /Users/mikedai/Documents/projects/wxmoment/node_modules/gulp-copy/node_modules/chalk
69495 silly finalize /Users/mikedai/Documents/projects/wxmoment/node_modules/gulp-copy/node_modules/vinyl
69496 silly finalize /Users/mikedai/Documents/projects/wxmoment/node_modules/gulp-copy/node_modules/xtend
69497 silly finalize /Users/mikedai/Documents/projects/wxmoment/node_modules/gulp-migcdn/node_modules/ansi-regex
69498 silly finalize /Users/mikedai/Documents/projects/wxmoment/node_modules/gulp-migcdn/node_modules/ansi-styles
69499 silly finalize /Users/mikedai/Documents/projects/wxmoment/node_modules/gulp-migcdn/node_modules/has-ansi
69500 silly finalize /Users/mikedai/Documents/projects/wxmoment/node_modules/gulp-migcdn/node_modules/lodash._reinterpolate
69501 silly finalize /Users/mikedai/Documents/projects/wxmoment/node_modules/gulp-migcdn/node_modules/minimist
69502 silly finalize /Users/mikedai/Documents/projects/wxmoment/node_modules/gulp-migcdn/node_modules/strip-ansi
69503 silly finalize /Users/mikedai/Documents/projects/wxmoment/node_modules/gulp-migcdn/node_modules/supports-color
69504 silly finalize /Users/mikedai/Documents/projects/wxmoment/node_modules/gulp-migcdn/node_modules/chalk
69505 silly finalize /Users/mikedai/Documents/projects/wxmoment/node_modules/gulp-migcdn/node_modules/vinyl
69506 silly finalize /Users/mikedai/Documents/projects/wxmoment/node_modules/gulp-migcdn/node_modules/xtend
69507 silly finalize /Users/mikedai/Documents/projects/wxmoment/node_modules/gulp-rename
69508 silly finalize /Users/mikedai/Documents/projects/wxmoment/node_modules/gulp-usemin2/node_modules/object-assign
69509 silly finalize /Users/mikedai/Documents/projects/wxmoment/node_modules/gulp-util/node_modules/object-assign
69510 silly finalize /Users/mikedai/Documents/projects/wxmoment/node_modules/gulp/node_modules/semver
69511 silly finalize /Users/mikedai/Documents/projects/wxmoment/node_modules/has-ansi
69512 silly finalize /Users/mikedai/Documents/projects/wxmoment/node_modules/has-cors
69513 silly finalize /Users/mikedai/Documents/projects/wxmoment/node_modules/has-unicode
69514 silly finalize /Users/mikedai/Documents/projects/wxmoment/node_modules/hoek
69515 silly finalize /Users/mikedai/Documents/projects/wxmoment/node_modules/boom
69516 silly finalize /Users/mikedai/Documents/projects/wxmoment/node_modules/cryptiles
69517 silly finalize /Users/mikedai/Documents/projects/wxmoment/node_modules/hosted-git-info
69518 silly finalize /Users/mikedai/Documents/projects/wxmoment/node_modules/http-signature
69519 silly finalize /Users/mikedai/Documents/projects/wxmoment/node_modules/image-size
69520 silly finalize /Users/mikedai/Documents/projects/wxmoment/node_modules/imageinfo
69521 silly finalize /Users/mikedai/Documents/projects/wxmoment/node_modules/imagemin/node_modules/minimist
69522 silly finalize /Users/mikedai/Documents/projects/wxmoment/node_modules/imagemin/node_modules/mkdirp
69523 silly finalize /Users/mikedai/Documents/projects/wxmoment/node_modules/immutable
69524 silly finalize /Users/mikedai/Documents/projects/wxmoment/node_modules/indexof
69525 silly finalize /Users/mikedai/Documents/projects/wxmoment/node_modules/indx
69526 silly finalize /Users/mikedai/Documents/projects/wxmoment/node_modules/inherits
69527 silly finalize /Users/mikedai/Documents/projects/wxmoment/node_modules/block-stream
69528 silly finalize /Users/mikedai/Documents/projects/wxmoment/node_modules/ini
69529 silly finalize /Users/mikedai/Documents/projects/wxmoment/node_modules/interpret
69530 silly finalize /Users/mikedai/Documents/projects/wxmoment/node_modules/invert-kv
69531 silly finalize /Users/mikedai/Documents/projects/wxmoment/node_modules/ip-regex
69532 silly finalize /Users/mikedai/Documents/projects/wxmoment/node_modules/irregular-plurals
69533 silly finalize /Users/mikedai/Documents/projects/wxmoment/node_modules/is-arrayish
69534 silly finalize /Users/mikedai/Documents/projects/wxmoment/node_modules/error-ex
69535 silly finalize /Users/mikedai/Documents/projects/wxmoment/node_modules/is-binary-path
69536 silly finalize /Users/mikedai/Documents/projects/wxmoment/node_modules/is-buffer
69537 silly finalize /Users/mikedai/Documents/projects/wxmoment/node_modules/is-builtin-module
69538 silly finalize /Users/mikedai/Documents/projects/wxmoment/node_modules/is-bzip2
69539 silly finalize /Users/mikedai/Documents/projects/wxmoment/node_modules/is-cwebp-readable
69540 silly finalize /Users/mikedai/Documents/projects/wxmoment/node_modules/is-dotfile
69541 silly finalize /Users/mikedai/Documents/projects/wxmoment/node_modules/is-extendable
69542 silly finalize /Users/mikedai/Documents/projects/wxmoment/node_modules/extend-shallow
69543 silly finalize /Users/mikedai/Documents/projects/wxmoment/node_modules/is-extglob
69544 silly finalize /Users/mikedai/Documents/projects/wxmoment/node_modules/extglob
69545 silly finalize /Users/mikedai/Documents/projects/wxmoment/node_modules/is-gif
69546 silly finalize /Users/mikedai/Documents/projects/wxmoment/node_modules/is-glob
69547 silly finalize /Users/mikedai/Documents/projects/wxmoment/node_modules/glob-parent
69548 silly finalize /Users/mikedai/Documents/projects/wxmoment/node_modules/glob-base
69549 silly finalize /Users/mikedai/Documents/projects/wxmoment/node_modules/is-gzip
69550 silly finalize /Users/mikedai/Documents/projects/wxmoment/node_modules/is-jpg
69551 silly finalize /Users/mikedai/Documents/projects/wxmoment/node_modules/is-natural-number
69552 silly finalize /Users/mikedai/Documents/projects/wxmoment/node_modules/is-obj
69553 silly finalize /Users/mikedai/Documents/projects/wxmoment/node_modules/is-path-cwd
69554 silly finalize /Users/mikedai/Documents/projects/wxmoment/node_modules/is-plain-obj
69555 silly finalize /Users/mikedai/Documents/projects/wxmoment/node_modules/is-png
69556 silly finalize /Users/mikedai/Documents/projects/wxmoment/node_modules/is-posix-bracket
69557 silly finalize /Users/mikedai/Documents/projects/wxmoment/node_modules/expand-brackets
69558 silly finalize /Users/mikedai/Documents/projects/wxmoment/node_modules/is-primitive
69559 silly finalize /Users/mikedai/Documents/projects/wxmoment/node_modules/is-equal-shallow
69560 silly finalize /Users/mikedai/Documents/projects/wxmoment/node_modules/is-property
69561 silly finalize /Users/mikedai/Documents/projects/wxmoment/node_modules/generate-object-property
69562 silly finalize /Users/mikedai/Documents/projects/wxmoment/node_modules/is-redirect
69563 silly finalize /Users/mikedai/Documents/projects/wxmoment/node_modules/is-relative
69564 silly finalize /Users/mikedai/Documents/projects/wxmoment/node_modules/is-absolute
69565 silly finalize /Users/mikedai/Documents/projects/wxmoment/node_modules/is-retry-allowed
69566 silly finalize /Users/mikedai/Documents/projects/wxmoment/node_modules/is-stream
69567 silly finalize /Users/mikedai/Documents/projects/wxmoment/node_modules/is-svg
69568 silly finalize /Users/mikedai/Documents/projects/wxmoment/node_modules/is-tar
69569 silly finalize /Users/mikedai/Documents/projects/wxmoment/node_modules/is-url
69570 silly finalize /Users/mikedai/Documents/projects/wxmoment/node_modules/is-utf8
69571 silly finalize /Users/mikedai/Documents/projects/wxmoment/node_modules/is-valid-glob
69572 silly finalize /Users/mikedai/Documents/projects/wxmoment/node_modules/is-zip
69573 silly finalize /Users/mikedai/Documents/projects/wxmoment/node_modules/isarray
69574 silly finalize /Users/mikedai/Documents/projects/wxmoment/node_modules/has-binary
69575 silly finalize /Users/mikedai/Documents/projects/wxmoment/node_modules/engine.io-parser/node_modules/has-binary
69576 silly finalize /Users/mikedai/Documents/projects/wxmoment/node_modules/isobject
69577 silly finalize /Users/mikedai/Documents/projects/wxmoment/node_modules/isstream
69578 silly finalize /Users/mikedai/Documents/projects/wxmoment/node_modules/jshint/node_modules/underscore
69579 silly finalize /Users/mikedai/Documents/projects/wxmoment/node_modules/json-stringify-safe
69580 silly finalize /Users/mikedai/Documents/projects/wxmoment/node_modules/json3
69581 silly finalize /Users/mikedai/Documents/projects/wxmoment/node_modules/jsonify
69582 silly finalize /Users/mikedai/Documents/projects/wxmoment/node_modules/json-stable-stringify
69583 silly finalize /Users/mikedai/Documents/projects/wxmoment/node_modules/jsonpointer
69584 silly finalize /Users/mikedai/Documents/projects/wxmoment/node_modules/kind-of
